Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Clicks,Conversions,CTR,CPC,Conversion_Rate,Success
CAMP-OKEP7Y,0.2336229208884252,0.3333333333333333,4,4,2,2,0,0.32474558545513055,0.30971497390606184,0.004351361206119532,0.001673757124787019,0.006140052279435573,1
CAMP-6WKTAK,0.8740595092393812,0.5614035087719298,3,3,0,0,2,0.5559108644060978,0.842031312725813,0.001995588221988516,0.0036510014054019313,0.009738081330142844,1
CAMP-PUXQPH,0.2690154691920307,0.3333333333333333,3,3,0,1,1,0.22336189212018825,0.6061822561220395,0.002606504528908468,0.0027959606774811616,0.017395774696457852,1
CAMP-R62GDS,0.8175598402921289,0.8421052631578947,2,4,4,0,3,0.785829210409879,0.08992372541148135,0.003015985197390824,0.0024162803648939287,0.0007340178953466993,0
CAMP-WM31YI,0.19427780341485926,0.19298245614035087,1,1,0,1,1,0.5905635332448413,0.17543155359293455,0.009480694469054182,0.0007649436398512514,0.0019139828932652773,1
CAMP-HAIR4C,0.917898918561024,0.8070175438596492,3,4,2,0,4,0.4282410200715981,0.7067442794058612,0.0014636326132171792,0.00497399360948475,0.010607395984996937,1
CAMP-OWGZRI,0.1377179430589274,0.0,0,4,3,0,3,0.6429749406701258,0.7876354877559214,0.014494978592287842,0.0004979250156104898,0.007876574598912825,1
CAMP-XA11DP,0.11368150719287334,0.43859649122807015,3,4,3,2,4,0.18295724226700458,0.2213970293054998,0.005013607690845498,0.0014520270606792156,0.007786486064663468,1
CAMP-G8SBI4,0.0030496980397664575,0.22807017543859648,2,0,4,0,3,0.849000442460078,0.21336812525090326,0.5112127449587424,7.005742016097262e-06,0.0016130702766578384,1
CAMP-Q2Y9V8,0.7434842800104332,0.6491228070175439,2,3,2,2,1,0.930815333252886,0.7755921316740265,0.003928005462886767,0.00185460504326673,0.005355587664463996,1
CAMP-6WZS3T,0.5326538392086836,0.631578947368421,1,2,2,2,0,0.44597964683641045,0.9239261340826977,0.0026275008868996822,0.002773621900986638,0.013312315943919469,1
CAMP-60RJIW,0.6772336028570856,0.17543859649122806,3,2,0,2,2,0.05695667913599614,0.9825371336812526,0.00026552466701058896,0.02684724913521306,0.10776263376582833,1
CAMP-1SWJCK,0.6540197829096527,0.6140350877192982,0,0,2,2,4,0.4268331925505813,0.383781613809715,0.0020483975932134276,0.0035570228577079736,0.005786355824886915,1
CAMP-JLTEIY,0.23123532834413438,0.21052631578947367,0,4,1,0,1,0.6690197498089376,0.1834604576475311,0.009035846719954067,0.0008029328432123428,0.0017646148849919882,1
CAMP-ZCOTOH,0.5842178126442086,0.736842105263158,4,0,0,1,0,0.942279071638309,0.9313528703331996,0.0050583347194764865,0.0014391417590048623,0.006353818699595363,1
CAMP-P6VZ41,0.8103368712505769,0.03508771929824561,0,0,1,1,1,0.2666023088371345,0.4554395824969892,0.0010325291338777244,0.007039148717134588,0.010972592089453748,1
CAMP-NAM148,0.5184887943660841,0.5614035087719298,1,1,4,1,4,0.6968142874381561,0.20935367322360499,0.004214719783347474,0.0017281633785684134,0.0019324042916224425,1
CAMP-P0TVHH,0.02020424951345278,0.08771929824561403,1,3,3,0,2,0.6069144443103656,0.9357687675632277,0.08553967741510254,7.832532820315418e-05,0.009912979253518969,1
CAMP-PBMYOF,0.48642683734275,0.8596491228070176,0,2,4,2,1,0.4120510035799043,0.10618225612203935,0.002658330245932855,0.002741459149420246,0.0016708814253278835,1
CAMP-QEWAOU,0.48688830480929357,0.9649122807017545,0,4,3,1,3,0.6191022082780258,0.4313528703331995,0.003987644961132214,0.0018268089279274242,0.004481673222815692,1
CAMP-AXEQBN,0.46624265163219036,0.15789473684210525,4,2,4,0,0,0.9876513414585093,0.44941790445604174,0.006638848605527273,0.00109515983191377,0.0029216620997675542,1
CAMP-HL1N13,0.4873698360787304,0.07017543859649122,0,2,2,2,1,0.2337999275974418,0.20875150541951024,0.0015077465349611482,0.004828954074914618,0.005756553872115367,1
CAMP-JCAT9M,0.17094360065006722,0.38596491228070173,4,3,1,1,0,0.43982542938739394,0.9146928944199118,0.008020446621571798,0.0009054193119787912,0.013363335642822756,1
CAMP-X2X18H,0.3461607913163861,0.15789473684210525,4,2,3,2,3,0.5587265194481316,0.5483741469289443,0.005056306536661174,0.0014397211262614175,0.006312365133054282,1
CAMP-AFEYUH,0.1857707509881423,0.7543859649122806,0,2,0,1,2,0.3081935561723181,0.7741870734644721,0.005184003096586076,0.0014041265697312588,0.01612385802375096,1
CAMP-Z1GV0E,0.42659657711522647,0.017543859649122806,2,0,1,1,2,0.5206950645589478,0.8970293054997993,0.003827385719048689,0.001903460629829066,0.011074200784635398,1
CAMP-38DALY,0.2442968640276078,0.21052631578947367,2,3,0,1,3,0.05259241382084389,0.8319951826575673,0.0006890738869442127,0.010514371478679977,0.09859553254307807,1
CAMP-8OZCYW,0.42603479063421684,0.6842105263157894,4,1,1,2,0,0.9603998230159688,0.9229225210758732,0.007062688858218255,0.0010290668551502353,0.006177264165037983,1
CAMP-D14VE9,0.7842940550952027,0.017543859649122806,0,4,1,0,1,0.18939302522022447,0.9058610999598555,0.0007581259523576299,0.009565201745658466,0.030584436327015935,1
CAMP-2MPNSM,0.17178628037158164,0.3333333333333333,2,2,4,2,3,0.06592655162704637,0.9359694901645926,0.0012204457979337203,0.005960651154438911,0.08910122826624525,1
CAMP-43D8W3,0.8018900102325395,0.0,0,4,3,1,4,0.07262378826274084,0.3107185869128864,0.00028452113008041186,0.025099280087982262,0.027058129107834245,1
CAMP-ZP08J3,0.7631267430428763,0.631578947368421,0,1,3,2,0,0.5540002413418608,0.7527097551184264,0.0022780584076072356,0.003198837558307183,0.008735807017343469,1
CAMP-TRP0J4,0.9872795489657109,0.14035087719298245,0,4,1,0,2,0.09482723945134951,0.23123243677238056,0.00030043322312772443,0.02380119705925981,0.015551982126414617,1
CAMP-3D5IQV,0.9826247466944884,0.2807017543859649,3,1,2,2,3,0.4640400627488838,0.5439582496989162,0.0014813127170852246,0.004914832045013361,0.007538576743191507,1
CAMP-NB4GH2,0.8179009249413134,0.14035087719298245,0,0,2,0,2,0.21680543823659548,0.4708952228020875,0.0008319138696139391,0.008723564049417928,0.013930896694185622,1
CAMP-M5ZJA8,0.05134327160369977,0.17543859649122806,3,2,0,0,0,0.9561160049877317,0.09193095142513048,0.0562983965171856,0.00012280733642992516,0.0006129276796505734,0
CAMP-DZR1YX,0.04048875423847836,0.24561403508771928,4,1,0,2,2,0.22470938417601868,0.2818145323163388,0.016702802036771398,0.00043116862970991713,0.008066429869333855,1
CAMP-R2DHYL,0.053891374571136214,0.40350877192982454,2,4,4,1,3,0.22450826595873055,0.29225210758731435,0.01269782858532076,0.0005693931784618276,0.00837074705473813,1
CAMP-URTP0L,0.9666940871972873,0.6491228070175439,2,2,1,0,0,0.27193194159526973,0.15977519068647128,0.0008820230494816502,0.008231634385512469,0.0037990608943092676,1
CAMP-ZJJEGE,0.10531490138640878,0.9473684210526316,2,0,0,2,4,0.6297011383291098,0.031914893617021274,0.018477799090978728,0.00038906294353938174,0.0003291110804746147,0
CAMP-T1GHR0,0.4412632170301559,0.5964912280701755,2,2,0,0,3,0.7604682032098468,0.825772782015255,0.005401549170155872,0.001347357618882898,0.006981690476666793,1
CAMP-9SKDGI,0.7924198952669489,0.5087719298245614,2,1,1,1,1,0.12014802300792406,0.8289843436370936,0.00047615167102361625,0.015148086052354652,0.04388114565861353,1
CAMP-GATJ9T,0.6651150659095925,0.5263157894736843,2,0,4,2,3,0.9108442942761755,0.8456443195503814,0.004296027403546853,0.0016953730033395502,0.005968056877444142,1
CAMP-ZE5R5U,0.28043177303826167,0.8421052631578947,2,4,0,2,0,0.2708459032219139,0.479124849458049,0.0030294781425381054,0.002405511942017789,0.01136129550683077,1
CAMP-QPGB7R,0.2539475532192372,0.07017543859649122,4,0,4,2,3,0.12290334258477133,0.32778000802890406,0.0015264124702160872,0.004770095513639582,0.017034929690817727,1
CAMP-3OCWBF,0.7754860456250877,0.7543859649122806,0,0,3,1,4,0.9239974256868188,0.009032517061421117,0.0037384834671765526,0.0019488108514610686,5.778981281602697e-05,0
CAMP-UK9E1V,0.07126662787664774,0.8596491228070176,1,3,4,0,4,0.827903141466554,0.2242071457246086,0.035535004926654984,0.00019883036629809696,0.0017388787086343785,1
CAMP-2ISQP4,0.5386127886679641,0.22807017543859648,3,0,2,2,1,0.4352801576766824,0.26916900843034924,0.0025362277876060393,0.002873413666476199,0.003984143250782316,1
CAMP-9KWV08,0.7813446760699023,0.9122807017543859,1,0,2,0,2,0.499899440891356,0.15154556403050984,0.002007703771864035,0.0036290053851858167,0.0019570983426100493,1
CAMP-HHXFGC,0.45450532693966816,0.9649122807017545,1,2,4,0,0,0.879731306061703,0.7794058610999599,0.006066255819072347,0.0011990978454746257,0.005695115117491372,1
CAMP-AQVKIZ,0.1681948596536988,0.17543859649122806,0,4,2,1,0,0.06025501789952134,0.13448414291449218,0.00114160697654335,0.0063701683976154725,0.01418121246110675,1
CAMP-ZQY72W,0.6124676471178346,0.14035087719298245,0,2,3,2,2,0.19234946301435987,0.690887193898033,0.000987239625253636,0.007360023498562701,0.02298616978634991,1
CAMP-X7PTX6,0.26199313817941056,0.5789473684210527,0,2,1,0,4,0.11238485982060255,0.40064231232436776,0.0013544462050582384,0.005373393762908731,0.02271189485658323,1
CAMP-3CFL0U,0.9635440701430549,0.19298245614035087,2,1,2,2,4,0.2321909818591368,0.6282617422721799,0.0007554659382238021,0.009598583089670666,0.01734691752006482,1
CAMP-KEYZ7S,0.4733051102505969,0.5964912280701755,4,2,2,2,3,0.9834479707171876,0.35688478522681655,0.006512323296835534,0.0011165555370078344,0.0023288043152896926,1
CAMP-RCBPLJ,0.7065066912782648,0.5964912280701755,2,3,4,1,1,0.057198020996741886,0.29405861099959857,0.0002553256502198865,0.02789003318636479,0.03230308923341088,1
CAMP-D84U89,0.23731466062077408,0.0,4,3,3,2,1,0.43489803306383495,0.17523083099156964,0.005731054870955303,0.001269569771615148,0.0026013042613289394,1
CAMP-YJB1QX,0.2814951545916013,0.6842105263157894,4,1,1,2,1,0.1159245404448735,0.781613809714974,0.0013000832358725492,0.005597127602037153,0.04286342980512911,1
CAMP-6GVWRD,0.6181457033366103,0.3684210526315789,1,4,4,0,3,0.6242106109971441,0.8992372541148134,0.0031682473914633343,0.0023000734242983978,0.009262385366800166,1
CAMP-MLY4LY,0.38333901807748644,0.4912280701754385,1,4,4,1,1,0.01218776396766019,0.3063026896828583,0.00010820867554378743,0.06341296304703371,0.140643331490835,0
CAMP-K83TQL,0.21981902449790336,0.12280701754385964,4,2,3,2,2,0.3438115924540445,0.41368928141308714,0.0048925487983877206,0.001488082629527513,0.00773888117397038,1
CAMP-L8OS9X,0.49214502116731207,0.17543859649122806,4,2,1,0,3,0.03519568802542134,0.06021678040947411,0.0002292000808412081,0.030971429164716204,0.010875246513224274,1
CAMP-TOGN1W,0.8531329628217732,0.7017543859649122,2,2,3,1,2,0.7618156952656772,0.1601766358892011,0.0028019213273811194,0.002600958513413442,0.0013508513174781396,1
CAMP-1HT7PZ,0.1012620132019823,0.631578947368421,2,4,1,1,3,0.5840271911829773,0.44620634283420313,0.01781304515225792,0.0004038495006967457,0.004914739908581302,1
CAMP-E9VIFT,0.6515318713508959,0.22807017543859648,1,0,3,0,1,0.23269377740235714,0.5710558008831795,0.0011219576583045225,0.006481135469649908,0.015737986109285867,1
CAMP-TD96QE,0.9571838446259103,0.5087719298245614,0,3,4,0,2,0.16889907887856484,0.5521878763548776,0.0005529798122903897,0.013070007310331075,0.020910553609755113,1
CAMP-3RZSJ4,0.16253686723781627,0.5964912280701755,4,0,4,0,2,0.4343751256988858,0.40545965475712564,0.008326056179706345,0.0008719462237486353,0.006006249530323894,1
CAMP-9ITN7S,0.27615818302201,0.3508771929824561,2,0,0,0,2,0.734946301435984,0.30008028904054596,0.00832146024169065,0.0008724314187987352,0.0026249799781598478,1
CAMP-55J2O7,0.5468790754599626,0.631578947368421,1,4,2,0,3,0.9818390249788825,0.9098755519871539,0.005629482034374956,0.001292578897433354,0.0059566395666246445,1
CAMP-S3KKV9,0.3491703617503662,0.07017543859649122,2,0,3,2,0,0.5460761835807088,0.5134484142914493,0.004899667654579828,0.0014859131534664873,0.006047734713468458,1
CAMP-RFTMTT,0.6673421480307378,0.3157894736842105,4,1,0,2,1,0.5937613128997224,0.37775993576876754,0.0027918368343594737,0.002610355332892504,0.004093290297729179,1
CAMP-QLGZUI,0.13846030376597582,0.22807017543859648,4,2,2,1,2,0.4523148706809863,0.5405459654757127,0.010153863658024193,0.0007137814300853853,0.007685321305570253,1
CAMP-1B0Z3N,0.9117794586785979,0.43859649122807015,3,1,3,2,0,0.8146695627689956,0.1172219991971096,0.0028035855862928935,0.0025994142240379384,0.0009227920509182676,0
CAMP-X39RBS,0.510362954194338,0.05263157894736842,0,3,1,2,1,0.8832307630425164,0.42854275391409075,0.005425836324566262,0.0013413019497516996,0.0031170102258584105,1
CAMP-V55PSQ,0.003952569169960474,0.42105263157894735,3,2,2,2,1,0.41937170668919194,0.12103572862304296,0.21589009223760644,2.6611640911188382e-05,0.0018687320633847993,1
CAMP-0OXFQ8,0.4315523364298469,0.7719298245614035,1,0,4,0,2,0.44865451912634247,0.1876756322761943,0.0032610612009440353,0.0022345491910788413,0.002699236727699494,1
CAMP-MYX444,0.4484661222688149,0.7192982456140351,2,3,0,1,2,0.46206910421946024,0.9311521477318346,0.0032320373083463754,0.002254635840804511,0.012950334641635888,1
CAMP-NLZ15B,0.4696936257298209,0.42105263157894735,1,2,2,1,3,0.7863722295965568,0.8753512645523887,0.005248364740965456,0.0013868417878458276,0.007156985125907464,1
CAMP-CW790P,0.9769667542786059,0.2982456140350877,4,0,2,1,0,0.34881943606451876,0.7531112003211562,0.0011197235840561207,0.0064939970964981095,0.013866457279663064,1
CAMP-DW5PY6,0.8329287133083204,0.6842105263157894,3,1,4,1,0,0.4153091186999719,0.4016459253311923,0.0015645828542582433,0.00465408629682176,0.006222819859503563,1
CAMP-B2KNFT,0.9057201902048514,0.12280701754385964,3,2,3,2,2,0.8531837013796709,0.739662786029707,0.002955797408248906,0.002465509338064345,0.005572999851498962,1
CAMP-U2GC5W,0.4493088019903293,0.6666666666666667,3,0,1,2,1,0.5327018221310486,0.09594540345242875,0.00371814294183442,0.001959491081006573,0.001165149256347011,0
CAMP-I6FQJJ,0.3637968740595093,0.6842105263157894,1,1,4,0,2,0.7119987128434093,0.8707346447209957,0.006129791956159359,0.0011866080129210887,0.007863255983533126,1
CAMP-A26YFP,0.2971649846511908,0.22807017543859648,4,3,1,1,1,0.6779493986565303,0.4849458048976315,0.0071380088197288685,0.0010181420834386129,0.004599963943076,1
CAMP-MVXPJ4,0.8092333620914508,0.5438596491228069,2,3,3,2,1,0.24994972044567798,0.9985949417904456,0.0009693804792029353,0.007494735845782048,0.025600266203736545,1
CAMP-HNRIUU,0.12770610541522043,0.8771929824561404,2,3,2,2,2,0.8279232532882829,0.10618225612203935,0.020092090650206902,0.000357226729296475,0.0008219168669727767,0
CAMP-9K9XJU,0.03348648702875143,0.6491228070175439,1,3,1,0,4,0.09378142472145128,0.25592131674026497,0.008436732049197813,0.0008604216293904083,0.017384482563072547,1
CAMP-Y0BVR6,0.6785176862422503,0.5614035087719298,3,4,0,0,0,0.12933912553799123,0.3253713368125251,0.0005995293038680465,0.012066898334323783,0.016080605559874898,1
CAMP-K2VMWW,0.3248129050380209,0.38596491228070173,0,2,0,0,1,0.6303447166244318,0.9851465274989964,0.006075886449011735,0.0011971878955091254,0.010048269072869638,1
CAMP-YZX4W6,0.19873196765714976,0.24561403508771928,1,2,4,2,1,0.26372631832991433,0.5849056603773586,0.00415286072310914,0.0017539689000333528,0.014233201508548463,1
CAMP-XLPU0D,0.5593988884653197,0.5614035087719298,1,4,3,2,4,0.6456699247817868,0.26896828582898435,0.0036206520090109494,0.0020123433552244473,0.002680314240941803,1
CAMP-K0GET8,0.4472221664894364,0.42105263157894735,4,0,4,0,3,0.2933711435581835,0.8759534323564834,0.002060099673629571,0.0035368478706504615,0.01915580335769061,1
CAMP-T63J3R,0.8743002748740997,0.2807017543859649,2,0,4,1,4,0.8204617674268935,0.258129265355279,0.0029445716574167686,0.00247491326695634,0.0020207498449243467,1
